ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,location_start_date,location_end_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,parking_tax,transient_occupancy_tax,lic,lic_code_description,supervisor_district,neighborhoods_analysis_boundaries,dba_end_date,business_corridor
1046927-12-151,1021998,Wong Get Goo,732 Commercial St,732 Commercial St,San Francisco,CA,94108,2014-01-01T00:00:00.000,2014-01-01T00:00:00.000,,2133 Roosevelt Ave,Burlingame,94010,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
0394832-02-001,0394832,Tishman Speyer Properties Lp,Tishman Speyer Properties Lp,650 California St,San Francisco,CA,94108,2000-01-01T00:00:00.000,2012-06-26T00:00:00.000,,11 W 42nd St Fl 2,New York,10036,NY,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1325936-02-231,1143752,Chak Lung Siu,Chak Lung Siu,18 Turk Murphy Ln,San Francisco,CA,94133,2022-12-01T00:00:00.000,2022-12-02T00:00:00.000,,2263 32nd Ave,San Francisco,94116,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1141317-03-171,1067868,Gc 555 Montgomery LLC,555 Montgomery Street,555 Montgomery St 800,San Francisco,CA,94111,2017-03-22T00:00:00.000,2017-03-22T00:00:00.000,,555 Montgomery St 610,San Francisco,94111,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,D03 D04 D08 D19 D26 D29 D39,Multiple,3,Chinatown,,
0109248-01-001,0109248,Fung Chu Quon & Virginia,New West Hotel,833 Kearny St,San Francisco,CA,94108,1976-06-30T00:00:00.000,1976-06-30T00:00:00.000,,130 Waverly Pl,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,HHH,HEALTHY HOUSING HOTELS,3,Chinatown,,Chinatown
1129718-12-161,1062260,Valstock Management,Valstock Management,635 Vallejo,San Francisco,CA,94133,2016-10-01T00:00:00.000,2016-10-01T00:00:00.000,,635 Vallejo St,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1272308-03-211,1112122,Byron R. Meyer Family Limited Partnership,440 Jackson Street LLC,402 Jackson St,San Francisco,CA,94111,2013-02-25T00:00:00.000,2013-02-25T00:00:00.000,,402 Jackson St 3 Fl,San Francisco,94111,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0046108-01-001,0046108,Lawrence Investment Co,494/498 Jackson Building,494 Jackson St,San Francisco,CA,94111,1968-10-01T00:00:00.000,1968-10-01T00:00:00.000,,1220 Lawrence Ln,Gardnerville,89460,NV,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1123690-10-161,0465983,Calvera Partners LLC,Calvera Partners LLC,600 California St 11th Flr,San Francisco,CA,94109,2012-01-01T00:00:00.000,2016-10-12T00:00:00.000,2017-09-01T00:00:00.000,182 Howard St 328 #,San Francisco,94105,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1293467-12-211,1123508,"Roof Los Angeles, Inc",Roof,595 Pacific Ave Ste 400,San Francisco,CA,94133,2021-04-19T00:00:00.000,2021-12-14T00:00:00.000,2022-07-12T00:00:00.000,2181 Greenwich St,San Francisco,94123,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0368014-07-001,0368014,Tong Tommy,Hot Diggity Dans,908 Stockton St,San Francisco,CA,94108,2003-07-01T00:00:00.000,2013-08-19T00:00:00.000,2015-01-01T00:00:00.000,Po Box 590373,San Francisco,94159,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1301666-04-221,1094025,Duo Street Partners,Duo Street Partners,505 Montgomery St Ste 620,San Francisco,CA,94111,2018-10-18T00:00:00.000,2022-04-04T00:00:00.000,,505 Montgomery St Ste 620,San Francisco,94111,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0023155-01-001,0023155,Hilp Harry H Etal,330 Jackson Bldg,330 Jackson St,San Francisco,CA,94111,1968-10-01T00:00:00.000,1968-10-01T00:00:00.000,,320 Jackson St,San Francisco,94111,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1246899-02-201,1112122,Byron R. Meyer Family Limited Partnership,"701 Sansome Street, San Francisco, Ca",402 Jackson St Fl Third,San Francisco,CA,94111,2013-02-25T00:00:00.000,2013-02-25T00:00:00.000,2013-02-25T00:00:00.000,402 Jackson St 3 Fl,San Francisco,94111,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0207781-05-001,0207781,Lee Yim Keung,George Y K Lee,843 Clay St Mezz,San Francisco,CA,94108,1991-09-04T00:00:00.000,2013-09-06T00:00:00.000,,843 Clay St # Mezz,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1377608-01-251,1165217,Clay Kearny Merchant Corp.,Clay Kearny Merchant Corp.,706 Kearny St,San Francisco,CA,94108,2024-09-10T00:00:00.000,2024-09-10T00:00:00.000,,2025 Pioneer Ct,San Mateo,94403,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1125572-10-161,1060310,1950 Mission Housing Associates Lp,"1950 Mission Housing Associates, Lp",600 California St Ste 900,San Francisco,CA,94108,2016-10-28T00:00:00.000,2016-10-28T00:00:00.000,2021-03-31T00:00:00.000,600 California St Fl 900,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0913386-01-001,0913386,Chin Wing Chuen Ben Assn Inc,815 Clay St Rentals,815 Clay St,San Francisco,CA,94108,1980-02-01T00:00:00.000,1980-02-01T00:00:00.000,,815 Clay St,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,True,HHH,HEALTHY HOUSING HOTELS,3,Chinatown,,Chinatown
1088202-08-161,0318833,Rreef Management LLC,Rreef Management LLC,505 Montgomery St Rm 103,San Francisco,CA,94111,1998-01-27T00:00:00.000,2016-08-10T00:00:00.000,,505 Montgomery St Ste G103,San Francisco,94111,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,D02 D03 D08 D26 D29 D39,Multiple,3,Chinatown,,
0100243-03-001,0100243,Lee On Dong Assn,109 Waverly Bldg,109 Waverly Pl,San Francisco,CA,94108,1973-01-01T00:00:00.000,1976-01-01T00:00:00.000,,915 Grant Ave,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1211382-01-191,1097599,"Stein, Casey, Elconin","Stein, Casey, Elconin",743 Green St,San Francisco,CA,94133,2019-01-30T00:00:00.000,2019-01-30T00:00:00.000,2019-01-30T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2020-03-16T00:00:00.000,
1230824-08-191,0039812,Chung Burk H & Mary,870 Clay St,870 Clay St,San Francisco,CA,94108,1987-03-03T00:00:00.000,2019-08-13T00:00:00.000,,2131 19th Ave,San Francisco,94116,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1067928-05-161,1033152,"Casey, Stein & Elconin",Polk St.,743 Green St,San Francisco,CA,94133,2016-05-11T00:00:00.000,2016-05-11T00:00:00.000,2018-08-16T00:00:00.000,743 Green St,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1067935-05-161,1033156,Casey Stein Trust,Clay St.,743 Green St,San Francisco,CA,94133,2016-05-11T00:00:00.000,2016-05-11T00:00:00.000,2018-08-16T00:00:00.000,743 Green St,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0447073-01-001,0447073,Callan Thomas J,Callan Realty Company,1701 Powell St #11,San Francisco,CA,94133,2010-02-24T00:00:00.000,2010-02-24T00:00:00.000,,2790 Junipero Serra Blvd,Daly City,94015,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1286473-09-211,1127821,Blakely Hull LLC,Blakely Hull LLC,595 Pacific Ave Fl 4,San Francisco,CA,94133,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,,1828 Pine St,San Francisco,94109,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0106708-01-001,0106708,Sit Kitling,754 Broadway Apts,754 Broadway,San Francisco,CA,94133,1976-01-27T00:00:00.000,1976-01-27T00:00:00.000,,21 Merrill Dr,Moraga,94556,CA,5300-5399,Real Estate and Rental and Leasing Services,False,True,HHH,HEALTHY HOUSING HOTELS,3,Chinatown,,Chinatown
1152224-06-171,1000652,Breather Products Us Inc,Breather,138 Columbus Ave,San Francisco,CA,94133,2014-07-01T00:00:00.000,2016-12-19T00:00:00.000,2017-09-26T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2020-12-16T00:00:00.000,
0422766-03-001,0422766,Esmiol Properties LLC,720 Broadway,720 Broadway,San Francisco,CA,94105,2007-10-27T00:00:00.000,2007-10-27T00:00:00.000,2013-08-16T00:00:00.000,2767 Octavia St,San Francisco,94123,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
0466135-03-001,0466135,Mei Lun Yuen Inc,Mei Lun Yuen Inc,725 Stockton St,San Francisco,CA,94108,1982-07-13T00:00:00.000,1982-07-13T00:00:00.000,,945 Sacramento St,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
0207781-07-001,0207781,Lee Yim Keung,Professional Services Co,843 Clay St Mezz,San Francisco,CA,94108,1991-09-04T00:00:00.000,2013-09-06T00:00:00.000,,843 Clay St # Mezz,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0436651-01-001,0436651,Fung Gordan/Fung Gregory,Vallejo Powell Partnership,1466 Powell St,San Francisco,CA,94133,2006-01-01T00:00:00.000,2006-01-01T00:00:00.000,,Po Box 470534,San Francisco,94147,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,HHH,HEALTHY HOUSING HOTELS,3,Chinatown,,
0063039-01-001,0063039,Lee Sing Yee Assn,1060-1064 Stockton St Apts,1060 Stockton St,San Francisco,CA,94108,1970-11-01T00:00:00.000,1970-11-01T00:00:00.000,2020-01-31T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2020-01-31T00:00:00.000,Chinatown
1310179-07-221,0456474,Action Property Management,San Francisco Satellite Office,655 Montgomery St Ste 1190,San Francisco,CA,92614,2011-02-01T00:00:00.000,2021-12-15T00:00:00.000,,2603 Main St 500 Ste,Irvine,92614,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1325935-02-231,1143752,Chak Lung Siu,Chak Lung Siu,17 Turk Murphy Ln Ln,San Francisco,CA,94133,2022-12-01T00:00:00.000,2022-12-02T00:00:00.000,,2263 32nd Ave,San Francisco,94116,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1059486-03-161,1029211,"717 Union, LLC","717 Union, LLC",717 Union St,San Francisco,CA,94133,2015-12-23T00:00:00.000,2015-12-23T00:00:00.000,,0000 Undeliverable Mail,San Francisco,99999,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1365539-07-241,1160120,Oakbrook LLC,Oakbrook LLC,600 California St,San Francisco,CA,94108,2024-07-01T00:00:00.000,2024-07-01T00:00:00.000,,600 California St,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1303322-04-221,1086954,Wenyan Huang,Wen Yan Huang,680 Broadway,San Francisco,CA,94133,2018-04-27T00:00:00.000,2020-09-01T00:00:00.000,2022-12-31T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2022-12-31T00:00:00.000,
1361382-05-241,1158535,Ccdc Throughline LLC,Ccdc Throughline LLC,777 Broadway,San Francisco,CA,94133,2022-04-18T00:00:00.000,2022-04-18T00:00:00.000,,615 Grant Ave,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
0031446-01-001,0031446,Yong Kee Co Inc,Yong Kee Co Inc,732 Jackson St,San Francisco,CA,94133,2013-05-31T00:00:00.000,2013-05-31T00:00:00.000,,20 Wayne Pl,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
0481346-01-001,0481346,Ljc 1956 Lp,Ljc 1956 Lp,809 Stockton St,San Francisco,CA,94108,2013-01-01T00:00:00.000,2013-01-01T00:00:00.000,,870b Taraval St,San Francisco,94116,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,HHH,HEALTHY HOUSING HOTELS,3,Chinatown,,Chinatown
1052603-02-161,1024893,Jimenez Gary & Helen Rev Lg Tr,760-764 Union St Apts,760 Union St #764,San Francisco,CA,94133,2014-01-01T00:00:00.000,2014-01-01T00:00:00.000,,1906 Powell St Apt 4,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1366516-07-241,1136605,"Bnn, LLC.","Bnn, LLC.",917 Kearny St,San Francisco,CA,94133,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,,830 Po Box,Daly City,94017,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1344670-10-231,1109442,Avenue 8 Inc.,Westhaus,595 Pacific Ave Fl 4,San Francisco,CA,94133,2019-03-27T00:00:00.000,2023-10-13T00:00:00.000,2024-08-01T00:00:00.000,595 Pacific Ave Fl 4,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1232195-08-191,1105939,648 Pacific LLC,790 Vallejo St Sro Hotel,790 Vallejo St,San Francisco,CA,94133,2018-12-05T00:00:00.000,2018-12-05T00:00:00.000,,294 29th St,San Francisco,94131,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,HHH,HEALTHY HOUSING HOTELS,3,Chinatown,,
1230125-08-191,0343327,Valstock Ventures LLC,"Valstock Ventures, LLC",1350 Stockton St,San Francisco,CA,94133,2000-10-01T00:00:00.000,2019-09-01T00:00:00.000,,635 Vallejo St,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,True,HHH,HEALTHY HOUSING HOTELS,3,Chinatown,,
1283265-07-211,0458075,Mxb Properties Lp,Mxb Properties,451 Pacific Ave,San Francisco,CA,94133,2009-12-17T00:00:00.000,2020-01-17T00:00:00.000,,387 Tehama St,San Francisco,94103,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1176730-01-181,1082623,Canopy Jackson Square LLC,Canopy,595 Pacific Ave,San Francisco,CA,94133,2018-01-23T00:00:00.000,2018-01-23T00:00:00.000,,2193 Fillmore St,San Francisco,94115,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,H24 POS01,Multiple,3,Chinatown,,
0101636-01-001,0101636,Ng Sik Yuen Etal,1724-1730 Mason Apts,1724 Mason St,San Francisco,CA,94133,1976-01-19T00:00:00.000,1976-01-19T00:00:00.000,,1724 Mason St,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1198471-08-181,1091734,"Samantha Lee Seto Management, LLC","Samantha Lee Seto Management, LLC",635 Vallejo St,San Francisco,CA,94133,2014-03-17T00:00:00.000,2014-03-17T00:00:00.000,2014-03-17T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2014-03-17T00:00:00.000,
1188170-05-181,1086369,Wework Companies Inc,655 Montgomery St Tenant LLC,655 Montgomery St,San Francisco,CA,94111,2011-08-01T00:00:00.000,2017-11-01T00:00:00.000,,Po Box 5517,New York,10185,NY,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0050036-01-001,0050036,Jair Jack-Raymond Etal,907 Stockton St Bldg,907 Stockton St,San Francisco,CA,94108,1968-10-01T00:00:00.000,1968-10-01T00:00:00.000,,901 Stockton St,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1292056-11-211,1129837,Jennifer Chang-Budd,Red Hat Real Estate,595 Pacific Ave Fl 4,San Francisco,CA,94133,2021-11-19T00:00:00.000,2021-11-19T00:00:00.000,2024-10-31T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2024-10-31T00:00:00.000,
0479997-01-001,0479997,Atel 15 LLC,Atel 15 LLC,600 Montgomery St Fl 9,San Francisco,CA,94111,2011-12-21T00:00:00.000,2011-12-21T00:00:00.000,2023-03-01T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2024-04-01T00:00:00.000,
1308092-06-221,1109442,Avenue 8 Inc.,38 Degrees Real Estate,595 Pacific Ave Fl 4,San Francisco,CA,94133,2019-03-27T00:00:00.000,2022-06-21T00:00:00.000,2024-08-01T00:00:00.000,595 Pacific Ave Fl 4,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0007958-02-001,0007958,Doon Edward Etal,654 Jackson St Apts,654 Jackson St,San Francisco,CA,94133,1968-10-01T00:00:00.000,1968-10-01T00:00:00.000,,654 Jackson St Apt A,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1246897-02-201,1112122,Byron R. Meyer Family Limited Partnership,"400 Pacific Avenue, San Francisco, Ca",402 Jackson St Fl Third,San Francisco,CA,94111,2013-02-25T00:00:00.000,2013-02-25T00:00:00.000,2013-02-25T00:00:00.000,402 Jackson St 3 Fl,San Francisco,94111,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0161379-03-001,0161379,Man Lui Lai & Chan Chee Heung,16 Waverley Pl Apts,16 Waverly Pl,San Francisco,CA,94108,1986-08-12T00:00:00.000,1991-01-01T00:00:00.000,,355 Panorama Dr,San Francisco,94131,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1381768-02-251,1167017,"535 Pacific, LLC","535 Pacific, LLC",535 Pacific Ave,San Francisco,CA,94133,2025-02-01T00:00:00.000,2025-02-01T00:00:00.000,,471000 Po Box,San Francisco,94147,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1035340-07-151,0189504,Siu Chak Lung/Siu Annie Yu,Siu Chak Lung,1416 Powell St,San Francisco,CA,94133,1989-01-01T00:00:00.000,1989-01-01T00:00:00.000,,2263 32nd Ave,San Francisco,94116,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0474654-01-001,0474654,Neiye Broadway LLC,Neiye Broadway LLC,776 Broadway,San Francisco,CA,94133,2012-12-01T00:00:00.000,2012-12-01T00:00:00.000,2019-07-29T00:00:00.000,Po Box 24584,Oakland,94623,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1016519-01-151,1007925,414 Jackson Street LLC,414 Jackson Street LLC,414 Jackson St,San Francisco,CA,94111,2006-01-01T00:00:00.000,2014-06-01T00:00:00.000,2022-12-31T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2022-12-31T00:00:00.000,
1366598-07-241,1160557,Steve Giovannini,Steve Giovannini,764 Green St,San Francisco,CA,94133,2024-07-01T00:00:00.000,2024-07-01T00:00:00.000,,764 Green St,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1349246-12-231,1153567,Larkin Pine Limited Partnership,Larkin Pine Limited Partnership,615 Grant Ave,San Francisco,CA,94108,1993-01-08T00:00:00.000,1993-01-08T00:00:00.000,,615 Grant Ave,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1342333-09-231,1150592,San Francisco Timberland LLC,San Francisco Timberland LLC,1643 Powell St,San Francisco,CA,94133,2021-01-01T00:00:00.000,2021-01-01T00:00:00.000,,2954 Bush St,San Francisco,94115,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1275750-04-211,1112122,Byron R. Meyer Family Limited Partnership,440 Jackson Street LLC,402 Jackson St,San Francisco,CA,94111,2013-02-25T00:00:00.000,2013-02-25T00:00:00.000,,402 Jackson St 3 Fl,San Francisco,94111,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1204626-11-181,1094596,Marie C. Edgemon,Marie C. Edgemon,975 Jackson St Bldg 1,San Francisco,CA,94133,2018-11-01T00:00:00.000,2018-11-01T00:00:00.000,,975 Jackson St 1 Apt,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0424430-01-001,0424430,Leong Chung How Corp,Leong Chung How Corp,703 Jackson St,San Francisco,CA,94133,2000-01-01T00:00:00.000,2000-01-01T00:00:00.000,,703 Jackson St,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
0056663-05-001,0056663,First Development Corporation,1019 Stockton St Bldg,1019 Stockton St,San Francisco,CA,94108,1969-07-01T00:00:00.000,1988-06-14T00:00:00.000,,233 Sansome St Ste 1088,San Francisco,94104,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1014079-12-141,0442317,Armstrong Place Associates,Armstrong Place Senior Housing,600 California St Ste 900,San Francisco,CA,94108,2009-10-01T00:00:00.000,2014-12-09T00:00:00.000,,600 California St 900 Ste,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
