permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,street_number,street_name,street_suffix,description,status,status_date,number_of_existing_stories,number_of_proposed_stories,estimated_cost,existing_use,existing_units,proposed_use,proposed_units,plansets,existing_occupancy,proposed_occupancy,existing_construction_type,existing_construction_type_description,proposed_construction_type,proposed_construction_type_description,last_permit_activity_date,application_submission_method,adu,primary_address_flag,supervisor_district,neighborhoods_analysis_boundaries,zipcode,location,point_source,record_id,data_as_of,data_loaded_at,filed_date,issued_date,completed_date,revised_cost,unit,fire_only_permit,unit_suffix,structural_notification,site_permit,street_number_suffix,first_construction_document_date
202404291017,8,otc alterations permit,2024-04-29T00:00:00.000,3517,024,51,Kissling,St,replace existing 16' high fence to a 10 ft height fence,issued,2024-09-23T12:28:46.000,2,2,5000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-09-23T12:24:08.000,in-house,N,Y,6,South of Market,94103,"{'type': 'Point', 'coordinates': [-122.414305741, 37.772996373]}",eas_address_point,1693990156571,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T15:55:32.000,2024-09-23T12:28:46.000,,8000.0,,,,,,,
202404290951,8,otc alterations permit,2024-04-29T00:00:00.000,4085,016,2812,21st,St,rear of building. waterproof 16 windows. windows will not be removed. remove and replace exterior trim.,issued,2024-04-29T10:46:58.000,3,3,45000.0,apartments,3.0,apartments,3.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-04-29T10:41:48.000,in-house,N,Y,9,Mission,94110,"{'type': 'Point', 'coordinates': [-122.410868359, 37.757748249]}",eas_address_point,1693914249627,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T10:24:00.000,2024-04-29T10:46:58.000,,45000.0,,,,,,,
202404290924,4,sign - erect,2024-04-29T00:00:00.000,0486A,014,2100,Chestnut,St,"sign ews 1'-6"" x 1'-3"" ""wells fargo""",complete,2024-07-03T10:36:27.000,2,,1000.0,lending institution,,,,2,B,,5,wood frame (5),,,2024-04-29T09:39:53.000,in-house,N,Y,2,Marina,94123,"{'type': 'Point', 'coordinates': [-122.438090506, 37.800836377]}",eas_address_point,169388671653,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T08:16:45.000,2024-04-29T09:44:08.000,2024-07-03T10:36:27.000,1000.0,,,,,,,
202404290999,4,sign - erect,2024-04-29T00:00:00.000,1436,043,331,Clement,St,to comply with awning amnesty program,filed,2024-04-29T14:42:29.000,2,,1.0,food/beverage hndlng,1.0,,,2,"B,R-3",,5,wood frame (5),,,2024-04-29T15:27:31.000,in-house,N,Y,1,Inner Richmond,94118,"{'type': 'Point', 'coordinates': [-122.462799037, 37.782774798]}",eas_address_point,1693971363465,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T14:42:29.000,,,,,,,,,,
202404290933,8,otc alterations permit,2024-04-29T00:00:00.000,3713,006,1,Market,St,tenant improvement. include installing a new heat pump ref pa 202311160890,complete,2024-06-18T10:18:12.000,11,11,1.0,office,0.0,office,0.0,2,B,B,1,constr type 1,1,constr type 1,2024-05-10T13:19:08.000,in-house,N,Y,6,Financial District/South Beach,94105,"{'type': 'Point', 'coordinates': [-122.394985937, 37.793983856]}",eas_address_point,1693895164604,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T08:48:08.000,2024-05-10T13:26:40.000,2024-06-18T10:18:12.000,1.0,,,,,,,
202404290944,8,otc alterations permit,2024-04-29T00:00:00.000,4228,202,1278,Minnesota,St,fire alarm addition due to tenant improvement for a partial renovation. install horn strobe in new 2nd fl classroom. install strobe in new 2nd fl bathroom. 200212244169 orig fire alarm. pa 202309297767 arch renovation,complete,2024-05-24T14:36:27.000,5,5,1000.0,manufacturing,39.0,recreation bldg,39.0,2,"F-1,R-2","A-3,R-2",5,wood frame (5),5,wood frame (5),2024-04-29T13:33:45.000,in-house,N,,10,Potrero Hill,94107,"{'type': 'Point', 'coordinates': [-122.390065388, 37.754105517]}",eas_address_point,1693958494517,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T09:35:02.000,2024-04-29T13:39:51.000,2024-05-24T14:36:27.000,1000.0,,Y,,,,,
202404290964,8,otc alterations permit,2024-04-29T00:00:00.000,4274,019,2761,Bryant,St,"comply with nov 202291421, remove attic bath, plumbing ,elec, walls as reflected in nov and plans. return to attic space.",complete,2024-06-26T11:04:07.000,2,2,2000.0,2 family dwelling,2.0,2 family dwelling,2.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-29T12:43:18.000,in-house,N,Y,9,Mission,94110,"{'type': 'Point', 'coordinates': [-122.408562882, 37.75020011]}",eas_address_point,1693930450026,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T11:25:21.000,2024-04-29T12:49:01.000,2024-06-26T11:04:07.000,5000.0,,,,,,,
202404290963,8,otc alterations permit,2024-04-29T00:00:00.000,6538,037,335,Jersey,St,re-roofing,issued,2024-04-29T12:34:16.000,2,2,23800.0,2 family dwelling,2.0,2 family dwelling,2.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-29T12:32:02.000,in-house,N,Y,8,Noe Valley,94114,"{'type': 'Point', 'coordinates': [-122.432606686, 37.750334213]}",eas_address_point,1693928206776,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T11:11:08.000,2024-04-29T12:34:16.000,,23800.0,,,,,,,
202404290989,8,otc alterations permit,2024-04-29T00:00:00.000,6272,030,4801,Mission,St,"to obtain final inspection for work approved under pa#201610119973,201602250498, 202205194592. all work is complete",approved,2024-04-29T14:20:04.000,5,5,1.0,apartments,6.0,apartments,6.0,0,"R-2,M,B","R-2,M,B",5,wood frame (5),5,wood frame (5),2024-04-29T14:02:41.000,in-house,N,Y,11,Excelsior,94112,"{'type': 'Point', 'coordinates': [-122.437076367, 37.721429012]}",eas_address_point,1693959432563,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T13:55:24.000,2024-04-29T14:20:04.000,,1.0,,,,,,,
202404290993,8,otc alterations permit,2024-04-29T00:00:00.000,1463,044,3049,Clement,St,administrative correction to unit numbers: unit #3049 to be assigned to 2nd fl residential unit; unit#3051 to be assigned to ground fl commercial unit; unit #3049a to be assigned to ground fl residential unit (legalized under pa# 201812117973),complete,2024-09-05T12:14:06.000,2,2,1.0,not applicable,1.0,not applicable,2.0,0,"R-3,F-1","R-3,F-1",5,wood frame (5),5,wood frame (5),2024-04-29T14:46:55.000,in-house,N,,1,Outer Richmond,94121,"{'type': 'Point', 'coordinates': [-122.492111587, 37.781436281]}",eas_address_point,1693964518787,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T14:15:02.000,2024-04-29T14:48:27.000,2024-09-05T12:14:06.000,1.0,,,,,,A,
202404291002,8,otc alterations permit,2024-04-29T00:00:00.000,0166,001,747,Front,St,install (22) ceiling mount horn-strobe. install (10) ceiling mount strobe. ref arch ti 202401103702,complete,2024-06-26T16:05:47.000,4,4,21312.0,office,,office,,2,B,B,5,wood frame (5),5,wood frame (5),2024-04-29T15:27:27.000,in-house,N,Y,3,Financial District/South Beach,94111,"{'type': 'Point', 'coordinates': [-122.400167231, 37.798399818]}",eas_address_point,1693974373249,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T14:54:54.000,2024-04-29T15:31:48.000,2024-06-26T16:05:47.000,21312.0,,Y,,,,,
202404290939,8,otc alterations permit,2024-04-29T00:00:00.000,2627,021,130,Saturn,St,front and both side: remove all existing stucco and install new waterproofing and 3 new coat of stucco.,issued,2024-04-29T10:47:37.000,2,2,60000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-29T10:43:24.000,in-house,N,Y,8,Castro/Upper Market,94114,"{'type': 'Point', 'coordinates': [-122.443473295, 37.762842339]}",eas_address_point,1693901140060,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T09:04:36.000,2024-04-29T10:47:37.000,,60000.0,,,,,,,
202404291013,8,otc alterations permit,2024-04-29T00:00:00.000,4045,007,500,19th,St,to obtain final inspection for work approved under pa# 201708215386. all work is complete.,complete,2024-07-12T10:28:07.000,,,1.0,vacant lot,,vacant lot,,0,,,,,,,2024-04-29T15:36:23.000,in-house,N,Y,10,Potrero Hill,94107,"{'type': 'Point', 'coordinates': [-122.387966959, 37.761923159]}",eas_address_point,1693986474447,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T15:35:24.000,2024-04-29T15:44:39.000,2024-07-12T10:28:07.000,1.0,,,,,,,
202404290928,8,otc alterations permit,2024-04-29T00:00:00.000,5656,045,7,Nebraska,St,"spcb report # 240304a151 item #1: repair substructure cripple wall, item #2: repair dryrot at left rear corner sill plate and cripple wall.",complete,2024-05-03T10:34:38.000,2,2,8000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-29T08:55:07.000,in-house,N,Y,9,Bernal Heights,94110,"{'type': 'Point', 'coordinates': [-122.410271679, 37.741097807]}",eas_address_point,1693890186003,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T08:33:43.000,2024-04-29T08:57:26.000,2024-05-03T10:34:38.000,8000.0,,,,,,,
202404290972,8,otc alterations permit,2024-04-29T00:00:00.000,0233,044,4,Embarcadero Center,,"23rd fl - new non-structural partitions including new millwork & finishes. mechanical - new exhaust fans, ductwork & air distribution, ddc controls & air balance. power, lighting & signal",issued,2024-05-02T10:47:42.000,45,45,1273322.0,office,,office,,2,B,B,1,constr type 1,1,constr type 1,2024-05-02T10:44:32.000,in-house,N,Y,3,Financial District/South Beach,94111,"{'type': 'Point', 'coordinates': [-122.396063297, 37.795030433]}",parcel_centroid,169393963351,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T12:12:49.000,2024-05-02T10:47:42.000,,1273322.0,,,,,,,
202404291007,8,otc alterations permit,2024-04-29T00:00:00.000,0312,031,1,Kearny,St,revision to pa# 202209122232 and 202304055128: changes include - remove scope of work at 1902 building (710 market) and roof. remove chipped paint and repaint at select areas. add crack injection details. update cover sheet notes.,complete,2024-06-20T09:35:26.000,12,12,1.0,office,,office,,2,"B,M,A-2","B,M,A-2",1,constr type 1,1,constr type 1,2024-06-14T08:40:32.000,in-house,N,Y,3,Financial District/South Beach,94108,"{'type': 'Point', 'coordinates': [-122.403852732, 37.787707281]}",eas_address_point,1693979470748,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T15:08:46.000,2024-06-14T08:44:39.000,2024-06-20T09:35:26.000,1.0,,,,,,,
202404290998,8,otc alterations permit,2024-04-29T00:00:00.000,7517,045,5140,Diamond Heights,Bl,remove and replace exposed ceiling beam like for like,filed,2024-04-29T14:41:22.000,4,4,7000.0,apartments,24.0,apartments,24.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-04-29T14:53:29.000,in-house,N,Y,8,Noe Valley,94131,"{'type': 'Point', 'coordinates': [-122.440565055, 37.746812774]}",eas_address_point,1693970226938,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T14:41:22.000,,,0.0,305,,A,,,,
202404291016,8,otc alterations permit,2024-04-29T00:00:00.000,0832,075,267,Hickory,St,to comply nov #202311464. start work inspection. siding/skylight.,cancelled,2024-11-15T10:29:42.000,4,4,7500.0,2 family dwelling,2.0,2 family dwelling,2.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-05-02T12:22:28.000,in-house,N,Y,5,Hayes Valley,94102,"{'type': 'Point', 'coordinates': [-122.423682138, 37.775223629]}",eas_address_point,1693989403575,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T15:52:08.000,2024-05-02T12:28:55.000,,7500.0,,,,,,,
202404291009,8,otc alterations permit,2024-04-29T00:00:00.000,6078,045,536,Brazil,Av,"repair rear deck (approx. 12'x9' area), in-kind. less than 50%. no other work performed.",complete,2024-07-03T15:35:57.000,2,2,4000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-05-29T15:47:19.000,in-house,N,Y,11,Excelsior,94112,"{'type': 'Point', 'coordinates': [-122.430363707, 37.72235191]}",eas_address_point,1695907195450,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T15:21:40.000,2024-05-29T15:47:23.000,2024-07-03T15:35:57.000,4000.0,,,,,,,
202404290923,8,otc alterations permit,2024-04-29T00:00:00.000,1832,001A,1405,21st,Av,kitchen cabinet replacement. original condition with electrical upgrade to configure with updated appliances.,complete,2024-07-17T09:02:21.000,2,2,20000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-29T09:13:02.000,in-house,N,Y,4,Sunset/Parkside,94122,"{'type': 'Point', 'coordinates': [-122.479406207, 37.761380869]}",eas_address_point,1693885116354,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T08:01:44.000,2024-04-29T09:15:35.000,2024-07-17T09:02:21.000,30000.0,,,,,,,
202404290956,8,otc alterations permit,2024-04-29T00:00:00.000,4711,012,1463,La Salle,Av,"units: 111,211,213,112,212,312,113,213,313,114,214,314,115,215,315,116,216, and 316: interior unit upgrades to include new kitchen countertops/cabinets, appliances and fixtures. replace bathroom fixtures, exhaust fan, radiator damper, tub/showet, pt-traps and valves. patch drywall as needed",issued,2024-07-09T10:26:23.000,3,3,450000.0,apartments,18.0,apartments,18.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-07-09T10:18:16.000,in-house,N,Y,10,Bayview Hunters Point,94124,"{'type': 'Point', 'coordinates': [-122.386576402, 37.734942816]}",eas_address_point,1693921250403,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T10:45:43.000,2024-07-09T10:26:23.000,,588402.0,,,,,,,
202404290982,2,new construction wood frame,2024-04-29T00:00:00.000,6273,002E,546,Paris,St,"erect a type-5, detached adu bldg w/o basement.",triage,2024-04-29T13:01:18.000,,1,30000.0,,,1 family dwelling,1.0,2,,R-3,,,5,wood frame (5),2024-09-10T09:48:25.000,in-house,N,Y,11,Excelsior,94112,"{'type': 'Point', 'coordinates': [-122.436399014, 37.720195756]}",eas_address_point,1693950199558,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,,,,,,,,,,,
202404291006,4,sign - erect,2024-04-29T00:00:00.000,0285,001,447,Stockton,St,"prop h: to replace sign on existing awning with new single face polyester wrap/bungie cord sign ""infinity coven""",filed,2024-04-29T11:11:11.000,3,,50.0,workshop commercial,,,,2,"B,M",,2,constr type 2,,,2024-06-18T07:55:48.000,in-house,N,Y,3,Financial District/South Beach,94108,"{'type': 'Point', 'coordinates': [-122.407246307, 37.790183984]}",eas_address_point,1693978489806,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T11:11:11.000,,,1000.0,,,,,,,
202404290936,8,otc alterations permit,2024-04-29T00:00:00.000,0304,006,630,Geary,St,to obtain final inspection for work approved under pa#202007029508. all work is complete,complete,2024-06-21T07:52:39.000,5,5,1.0,residential hotel,1.0,residential hotel,1.0,0,R-1,R-1,5,wood frame (5),5,wood frame (5),2024-04-29T09:10:16.000,in-house,N,Y,3,Tenderloin,94102,"{'type': 'Point', 'coordinates': [-122.413765235, 37.78694268]}",eas_address_point,1693898414177,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T08:55:57.000,2024-04-29T09:16:17.000,2024-06-21T07:52:39.000,1.0,0,,,,,,
202404290919,8,otc alterations permit,2024-04-29T00:00:00.000,3708,174,555,Market,St,"4th fl - fire only work for the ""waymo"" remodel. additions are 11 speaker/strobes and 8 strobes. ref pa 202311020054",complete,2024-07-19T16:19:52.000,21,21,15540.0,office,0.0,office,0.0,2,B,B,1,constr type 1,1,constr type 1,2024-04-29T08:28:20.000,in-house,N,Y,6,Financial District/South Beach,94105,"{'type': 'Point', 'coordinates': [-122.399943823, 37.790065822]}",eas_address_point,1693881507761,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T07:35:36.000,2024-04-29T08:30:32.000,2024-07-19T16:19:52.000,15540.0,,Y,,,,,
202404290968,8,otc alterations permit,2024-04-29T00:00:00.000,1201,023,500,Broderick,St,replace fire alarm panel and devices to modern standards to meet state fire marshal code interpretation 1103.7.6.1 & add lf horns & wireless radio communicatorl; to comply with 1103.7.61,complete,2024-06-12T15:00:11.000,3,3,10000.0,apartments,5.0,apartments,5.0,2,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-04-29T12:58:55.000,in-house,N,,5,Hayes Valley,94117,"{'type': 'Point', 'coordinates': [-122.439383117, 37.775169477]}",eas_address_point,1693948512257,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T11:43:05.000,2024-04-29T13:00:50.000,2024-06-12T15:00:11.000,29261.0,,Y,,,,,
202404290994,8,otc alterations permit,2024-04-29T00:00:00.000,6349,013,239,Amazon,Av,replace front and side 2-story stucco in-kind. minor dryrot around (e) window to replace less than 50%.,complete,2024-07-12T09:54:11.000,2,2,7000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-05-02T13:34:49.000,in-house,N,Y,11,Excelsior,94112,"{'type': 'Point', 'coordinates': [-122.43792823, 37.716537527]}",eas_address_point,1693966201654,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T14:31:42.000,2024-05-02T13:36:32.000,2024-07-12T09:54:11.000,12000.0,,,,,,,
202404290959,8,otc alterations permit,2024-04-29T00:00:00.000,1261,025,33,Beulah,St,"renovate existing bathroom- no relocation of sink, bathroom or toilet. renovate existing kitchen- relocate stove. remove one wall and replace with beam. add (n) french doors in rear. all work done on top floor of 2 unit building",complete,2024-08-14T11:21:15.000,3,3,80000.0,2 family dwelling,2.0,2 family dwelling,2.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-05-29T11:40:50.000,in-house,N,Y,8,Haight Ashbury,94117,"{'type': 'Point', 'coordinates': [-122.451005589, 37.767346817]}",eas_address_point,1693924511576,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T10:53:00.000,2024-05-29T11:57:57.000,2024-08-14T11:21:15.000,100000.0,,,,,,,
202404291001,8,otc alterations permit,2024-04-29T00:00:00.000,1654,031,762,12th,Av,"repair wood stairs, landing, guardrails, and post in kind located at the right side of property due to dry rot damage. no change to footprint and exterior work only. like for like replacement.",complete,2024-07-09T09:36:12.000,3,3,68000.0,2 family dwelling,2.0,2 family dwelling,2.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-05-13T15:54:44.000,in-house,N,Y,1,Inner Richmond,94118,"{'type': 'Point', 'coordinates': [-122.469884867, 37.773919389]}",eas_address_point,1693973108703,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T14:52:36.000,2024-05-13T15:58:25.000,2024-07-09T09:36:12.000,68000.0,,,,,,,
202404290966,8,otc alterations permit,2024-04-29T00:00:00.000,6327,038,231,Brookdale,Av,re-roofing,complete,2024-05-07T11:40:56.000,2,2,18000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-29T14:18:44.000,in-house,N,Y,10,Visitacion Valley,94134,"{'type': 'Point', 'coordinates': [-122.422984156, 37.710179182]}",eas_address_point,1693932201072,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T11:35:10.000,2024-04-29T14:30:39.000,2024-05-07T11:40:56.000,18000.0,,,,,,,
202404290940,8,otc alterations permit,2024-04-29T00:00:00.000,6581,049,1358,Noe,St,repair dryer vent. repair damaged drywall at garage ceiling. notice of violation complaint # 202417622 items # 3 and 4.,issued,2024-04-29T10:07:35.000,3,3,450.0,apartments,3.0,apartments,3.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-04-29T10:02:32.000,in-house,N,Y,8,Noe Valley,94131,"{'type': 'Point', 'coordinates': [-122.431719279, 37.747191535]}",eas_address_point,1693902208131,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T09:06:40.000,2024-04-29T10:07:35.000,,450.0,,,,,,,
202404290948,8,otc alterations permit,2024-04-29T00:00:00.000,0762,284,601,Van Ness,Av,fire sprinkler. t.i. modify existing system due to new walls & ceiling heights. replace existing semi recess pendents to concelaed type. ref pa# 202403057102,issued,2024-04-29T11:31:31.000,13,13,6291.0,apartments,449.0,apartments,449.0,2,"M,R-2","M,R-2",1,constr type 1,1,constr type 1,2024-04-29T11:30:21.000,in-house,N,Y,2,Western Addition,94102,"{'type': 'Point', 'coordinates': [-122.421406326, 37.781385779]}",eas_address_point,169391381226,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T10:05:19.000,2024-04-29T11:31:31.000,,6291.0,803,Y,,,,,
202404290932,8,otc alterations permit,2024-04-29T00:00:00.000,1541,027,478,04th,Av,"add 11' x 21' costco shed, made of resin to backyard.",withdrawn,2024-05-15T14:07:06.000,2,2,4900.0,2 family dwelling,2.0,2 family dwelling,2.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-05-15T14:05:58.000,in-house,N,Y,1,Inner Richmond,94118,"{'type': 'Point', 'coordinates': [-122.461703524, 37.779622968]}",eas_address_point,1693894103506,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T08:46:28.000,,,0.0,,,,,,,
